team_year,BPI_Off,BPI_Def,BPI
2017 Saint Mary's,10.9,5.7,16.6
2017 Purdue,8.9,7.2,16.1
2017 Wichita St.,7.2,8.5,15.7
2017 Michigan,11.6,3.9,15.6
2017 SMU,10.3,5.2,15.5
2017 Baylor,7.9,7.1,15.1
2017 Wisconsin,6.7,8.3,15
2017 Cincinnati,7,7.8,14.8
2017 Iowa St.,9.6,5.1,14.7
2017 Arizona,8.8,5.9,14.7
2017 Notre Dame,9.8,4.1,13.9
2017 Florida St.,7.6,6.3,13.9
2017 Butler,8.6,4.7,13.3
2017 Oklahoma St.,11.1,1.3,12.4
2017 Creighton,8.1,3.9,12
2017 South Carolina,2,9.4,11.4
2017 Marquette,9.8,1,10.8
2017 Wake Forest,10.1,0.7,10.7
2017 Miami FL,4.5,6.2,10.7
2017 Indiana,7.5,3.2,10.6
2017 Xavier,6.8,3.6,10.4
2017 Rhode Island,4.8,5.6,10.4
2017 Syracuse,7.6,2.8,10.4
2017 Dayton,4.6,5.6,10.2
2017 Kansas St.,5.1,5.1,10.2
2017 Vanderbilt,5.5,4.7,10.2
2017 Clemson,6.6,3.5,10
2017 Texas Tech,6,3.9,9.9
2017 Minnesota,2.5,7.3,9.8
2017 VCU,3.5,6.2,9.7
2017 Michigan St.,4.6,5.1,9.7
2017 TCU,5.7,4,9.7
2017 Arkansas,6.5,3.1,9.6
2017 Middle Tennessee,4.9,4.5,9.5
2017 Northwestern,3.6,5.8,9.4
2017 Houston,6.5,2.7,9.2
2017 Nevada,7.4,1.6,9
2017 Vermont,4.7,4.3,9
2017 Maryland,4.7,4.2,8.9
2017 Virginia Tech,7.8,1,8.8
2017 Seton Hall,4.1,4.3,8.4
2017 Princeton,3.9,4.4,8.3
2017 Providence,2.8,5.4,8.3
2017 California,0.4,7.7,8.1
2017 USC,6.2,1.6,7.8
2017 Alabama,-0.3,8.1,7.8
2017 Utah,4.2,3.4,7.7
2017 UNC Wilmington,8,-0.4,7.6
2017 Georgetown,2.8,4.4,7.2
2017 Tennessee,3.2,4,7.2
2017 Illinois,2.4,4.7,7.2
2017 Illinois St.,0.6,6.6,7.2
2017 UCF,0,6.9,7
2017 Ohio St.,3.9,3.1,6.9
2017 UT Arlington,4,2.7,6.7
2017 Georgia,1.7,4.9,6.5
2017 Oklahoma,1.1,5.3,6.4
2017 Texas,0.2,6.2,6.4
2017 Pittsburgh,5.9,0.4,6.2
2017 Belmont,5,1.1,6.2
2017 Texas A&M,2.6,3.5,6.1
2017 Davidson,3.8,2.3,6.1
2017 Mississippi,3.6,2.5,6.1
2017 East Tennessee St.,2.4,3.7,6.1
2017 Monmouth,2.3,3.4,5.7
2017 Florida Gulf Coast,3.9,1.5,5.4
2017 Iowa,4.1,1.3,5.4
2017 BYU,2.5,2.9,5.4
2017 Bucknell,2.8,2.4,5.2
2017 Auburn,3.8,1.3,5.2
2017 St. Bonaventure,2.8,2.2,5.1
2017 Akron,5.3,-0.2,5
2017 San Diego St.,-0.7,5.6,4.9
2017 Georgia Tech,-2.5,7.4,4.9
2017 NC St.,5.6,-0.8,4.8
2017 Penn St.,-0.4,4.8,4.5
2017 Louisiana Tech,1.5,3,4.5
2017 Ohio,1.2,3.2,4.5
2017 Connecticut,1,3.4,4.5
2017 Colorado,3.5,0.9,4.4
2017 Charleston,0,4.4,4.4
2017 UNC Asheville,2,2.3,4.3
2017 Furman,2,2.2,4.2
2017 Richmond,3.6,0.6,4.2
2017 Saint Peter's,-1.1,5.1,4
2017 Loyola Chicago,2.6,1.3,3.9
2017 Mississippi St.,1.3,2.5,3.9
2017 New Mexico St.,3,0.8,3.9
2017 Oakland,0.5,3.2,3.8
2017 St. John's,2,1.8,3.8
2017 Boise St.,2.6,1.2,3.7
2017 Winthrop,1.5,2.3,3.7
2017 Harvard,0.7,2.8,3.5
2017 Chattanooga,1.1,2.3,3.5
2017 Cal St. Bakersfield,-1.7,5.1,3.4
2017 Fresno St.,0,3.4,3.3
2017 Valparaiso,0.7,2.5,3.2
2017 Temple,2,1,2.9
2017 Towson,0.7,2.2,2.9
2017 Lehigh,1.9,1,2.9
2017 Toledo,3.5,-0.7,2.9
2017 Louisiana,4.1,-1.3,2.8
2017 Albany,2.2,0.6,2.8
2017 Memphis,0.9,1.8,2.7
2017 William & Mary,5.1,-2.5,2.6
2017 Santa Clara,1.5,1.1,2.6
2017 San Francisco,-0.8,3.3,2.5
2017 Nebraska,-0.2,2.6,2.5
2017 Purdue Fort Wayne,3.6,-1.1,2.5
2017 Old Dominion,-2.9,5.1,2.2
2017 UC Irvine,-1.2,3.4,2.2
2017 Buffalo,0.3,1.9,2.1
2017 Stanford,-0.1,2.2,2.1
2017 UNC Greensboro,2.1,-0.1,2.1
2017 Missouri St.,2.4,-0.4,2
2017 Troy,3.4,-1.4,2
2017 Arkansas St.,0.2,1.7,1.9
2017 New Mexico,1.6,0.3,1.9
2017 Colorado St.,1.7,0.2,1.9
2017 Eastern Michigan,0.7,1.1,1.8
2017 La Salle,3.8,-2,1.7
2017 Georgia St.,0,1.7,1.7
2017 Weber St.,3.9,-2.3,1.6
2017 Yale,0.8,0.8,1.6
2017 Lipscomb,2.7,-1.2,1.5
2017 George Mason,1.5,0.1,1.5
2017 Rutgers,-2.3,3.8,1.5
2017 Kent St.,0.7,0.7,1.4
2017 Mercer,2.7,-1.3,1.4
2017 North Dakota,1.2,0.2,1.4
2017 North Carolina Central,-0.7,2,1.3
2017 Gardner Webb,-0.5,1.8,1.3
2017 Iona,4.3,-3.2,1.2
2017 Elon,0.3,0.8,1.2
2017 George Washington,1.6,-0.4,1.1
2017 Siena,1.4,-0.3,1.1
2017 Wofford,4.2,-3.1,1.1
2017 Penn,-1,2.1,1
2017 Northeastern,1.2,-0.2,1
2017 Massachusetts,-2.5,3.5,1
2017 Georgia Southern,1.4,-0.7,0.7
2017 Wright St.,0.7,0,0.7
2017 Ball St.,1,-0.3,0.7
2017 Marshall,3.3,-2.7,0.6
2017 North Dakota St.,1,-0.4,0.6
2017 Boston College,-0.1,0.6,0.5
2017 South Dakota,-0.7,1,0.3
2017 Tulsa,-0.7,1,0.2
2017 Western Michigan,1.4,-1.2,0.2
2017 Utah St.,0.7,-0.6,0.1
2017 UAB,0.4,-0.4,0.1
2017 Rice,1.5,-1.4,0
2017 Arizona St.,3.9,-4,0
2017 New Hampshire,-1.7,1.7,-0.1
2017 Evansville,-1.3,1.2,-0.2
2017 Loyola Marymount,-1.5,1.3,-0.2
2017 Northern Iowa,-4.1,4,-0.2
2017 Northern Kentucky,0.5,-0.7,-0.2
2017 Jacksonville St.,1,-1.2,-0.2
2017 Missouri,-2.6,2.4,-0.2
2017 Green Bay,-1.9,1.7,-0.2
2017 Omaha,2.2,-2.5,-0.3
2017 Saint Joseph's,-1.6,1.3,-0.3
2017 Hofstra,4.2,-4.6,-0.4
2017 Samford,1.2,-1.6,-0.4
2017 Southern Illinois,-0.7,0.2,-0.5
2017 Boston University,-1.2,0.6,-0.6
2017 Canisius,2.5,-3.2,-0.7
2017 Eastern Washington,3.7,-4.4,-0.7
2017 Tennessee St.,-3.2,2.3,-0.8
2017 Hawaii,-1,0.2,-0.8
2017 Washington,1.9,-2.7,-0.9
2017 Texas Southern,1.3,-2.2,-0.9
2017 Texas St.,-3.2,2.3,-0.9
2017 DePaul,-0.7,-0.2,-1
2017 South Dakota St.,3.1,-4.1,-1
2017 East Carolina,-4.4,3.3,-1
2017 Wyoming,-1.6,0.5,-1.1
2017 LSU,2.1,-3.2,-1.1
2017 Indiana St.,-2.5,1.4,-1.2
2017 UMBC,2.6,-3.9,-1.3
2017 Montana,0.8,-2.1,-1.3
2017 Utah Valley,-3.3,2,-1.4
2017 Morehead St.,0.5,-2,-1.5
2017 Murray St.,1.6,-3.1,-1.5
2017 Central Michigan,4.6,-6.2,-1.6
2017 IUPUI,1,-2.6,-1.6
2017 Northern Illinois,-3,1.4,-1.6
2017 Fairfield,-2.6,0.9,-1.7
2017 Portland St.,1.9,-3.7,-1.8
2017 Grand Canyon,-1.5,-0.3,-1.9
2017 Denver,1.2,-3.1,-1.9
2017 Mount St. Mary's,-3.3,1.4,-1.9
2017 Liberty,-2.9,1,-1.9
2017 Stony Brook,-1.6,-0.4,-1.9
2017 Long Beach St.,0.5,-2.5,-2
2017 Idaho,-1.2,-0.9,-2.1
2017 Rider,-2.5,0.4,-2.1
2017 New Orleans,-2.7,0.3,-2.4
2017 Columbia,-1.8,-0.5,-2.4
2017 Eastern Illinois,-2.6,0.2,-2.4
2017 Navy,-3.9,1.5,-2.4
2017 Fordham,-4.2,1.7,-2.5
2017 Texas A&M-CC,-1.7,-0.9,-2.6
2017 Wagner,-2.5,-0.2,-2.7
2017 Coastal Carolina,-1.7,-1.1,-2.8
2017 Little Rock,-2.2,-0.6,-2.8
2017 Holy Cross,-3.7,0.9,-2.9
2017 UC Davis,-3.4,0.5,-2.9
2017 Western Kentucky,-0.1,-2.8,-2.9
2017 North Florida,-0.3,-2.8,-3.1
2017 San José St,-2.5,-0.6,-3.1
2017 Washington St.,-0.8,-2.3,-3.1
2017 UT Martin,0.7,-3.9,-3.2
2017 Sam Houston St.,-4.1,0.9,-3.3
2017 Lamar,-0.9,-2.5,-3.4
2017 Duquesne,-2.9,-0.6,-3.4
2017 South Alabama,-3.9,0.4,-3.5
2017 Drexel,-1.1,-2.5,-3.6
2017 SE Louisiana,-4.2,0.6,-3.6
2017 Pacific,-2.8,-0.8,-3.6
2017 James Madison,-3.2,-0.4,-3.6
2017 South Carolina UpSt.,0,-3.7,-3.7
2017 UTEP,-3,-0.8,-3.8
2017 LIU,-2.9,-1.2,-4.1
2017 St. Francis (PA),-1.5,-2.7,-4.1
2017 UNLV,-2,-2.1,-4.1
2017 Charlotte,-0.8,-3.4,-4.1
2017 Bradley,-5.2,1,-4.2
2017 Oral Roberts,0.1,-4.4,-4.3
2017 Houston Baptist,0.1,-4.4,-4.3
2017 Bowling Green,-3.2,-1.2,-4.4
2017 UIC,-2.7,-1.7,-4.4
2017 Tennessee Tech,-3.8,-0.6,-4.4
2017 Fairleigh Dickinson,-0.4,-4,-4.4
2017 Cleveland St.,-5.5,1,-4.5
2017 Jacksonville,-0.2,-4.3,-4.5
2017 Montana St.,-0.7,-3.8,-4.5
2017 Appalachian St.,-2.5,-2.1,-4.6
2017 NJIT,-3.2,-1.4,-4.7
2017 Army,-4.3,-0.3,-4.7
2017 Cal St. Fullerton,-4.6,-0.3,-4.8
2017 Loyola MD,-5.1,0.2,-4.9
2017 Tulane,-2.1,-2.8,-4.9
2017 Kansas City,-1.4,-3.6,-5
2017 Southeast Missouri St.,-1.5,-3.6,-5
2017 UL Monroe,-3.9,-1.1,-5
2017 High Point,-3.2,-1.9,-5.1
2017 Kennesaw St.,-1.4,-3.8,-5.2
2017 Stephen F. Austin,-5.6,0.4,-5.2
2017 Campbell,-2.3,-3,-5.3
2017 Robert Morris,-8.2,2.9,-5.3
2017 Cornell,-2.9,-2.4,-5.3
2017 Air Force,-0.2,-5.2,-5.4
2017 Brown,-0.8,-4.7,-5.5
2017 Cal St. Northridge,-0.1,-5.5,-5.5
2017 Portland,-3.5,-2.2,-5.7
2017 Eastern Kentucky,-3.4,-2.3,-5.7
2017 Niagara,-2.9,-2.9,-5.8
2017 Colgate,-3.2,-2.6,-5.8
2017 Northern Colorado,-4,-2,-5.9
2017 San Diego,-3.5,-2.5,-5.9
2017 UMass Lowell,0,-6,-6
2017 Sacramento St.,-1.8,-4.3,-6.1
2017 Oregon St.,-5,-1.2,-6.2
2017 Bryant,-1.4,-4.8,-6.2
2017 Miami (OH),-5.8,-0.4,-6.2
2017 Manhattan,-4.8,-1.5,-6.2
2017 Quinnipiac,-2.3,-3.9,-6.2
2017 Charleston Southern,-1.1,-5.2,-6.3
2017 Florida International,-1.7,-4.7,-6.4
2017 UTSA,-5.8,-0.6,-6.4
2017 Drake,-1.6,-5,-6.5
2017 Milwaukee,-2.9,-3.7,-6.6
2017 Saint Louis,-6,-0.8,-6.8
2017 Alcorn St.,-5.5,-1.4,-6.9
2017 Youngstown St.,-1.8,-5.1,-6.9
2017 Florida Atlantic,-4.5,-2.5,-6.9
2017 Western Illinois,-4.9,-2.2,-7
2017 Detroit Mercy,-0.8,-6.2,-7.1
2017 The Citadel,0.1,-7.2,-7.1
2017 Seattle U,-5.8,-1.3,-7.1
2017 Dartmouth,-3.5,-3.6,-7.2
2017 Radford,-5.5,-1.7,-7.2
2017 Binghamton,-4.1,-3.1,-7.2
2017 South Florida,-5.4,-1.9,-7.3
2017 UC Riverside,-7.1,-0.2,-7.4
2017 Norfolk St.,-6.3,-1.2,-7.5
2017 Delaware,-4.8,-2.8,-7.6
2017 Sacred Heart,-4.5,-3.2,-7.6
2017 Austin Peay,-0.1,-7.7,-7.8
2017 American,-6,-2,-8
2017 Marist,-2.3,-5.8,-8
2017 Prairie View A&M,-5.1,-3.1,-8.2
2017 Northwestern St.,-2.9,-5.4,-8.3
2017 Stetson,-2.2,-6.2,-8.4
2017 Pepperdine,-2.7,-5.7,-8.5
2017 Hampton,-7.6,-1.1,-8.7
2017 Cal Poly,-3.1,-5.6,-8.7
2017 Abilene Christian,-5.3,-3.5,-8.8
2017 North Texas,-5.9,-3,-8.9
2017 Southern,-4.5,-4.6,-9.1
2017 UT Rio Grande Valley,-3.8,-5.5,-9.3
2017 UC Santa Barbara,-7,-2.4,-9.4
2017 Jackson St.,-7.5,-2,-9.5
2017 Incarnate Word,-2.9,-6.6,-9.5
2017 Central Arkansas,-1.8,-7.7,-9.5
2017 Maryland-Eastern Shore,-4.4,-5.2,-9.6
2017 Nicholls,-4.9,-4.8,-9.7
2017 Grambling,-6.3,-4,-10.3
2017 Savannah St.,-4,-6.4,-10.3
2017 Morgan St.,-8.8,-1.7,-10.4
2017 VMI,-5.1,-5.3,-10.4
2017 SIU Edwardsville,-7.5,-3,-10.4
2017 Southern Utah,-2,-8.5,-10.5
2017 Idaho St.,-4.3,-6.5,-10.8
2017 Southern Miss,-8.5,-2.4,-10.9
2017 Lafayette,-5.2,-5.7,-10.9
2017 Hartford,-7.6,-3.5,-11.1
2017 Northern Arizona,-6,-5.1,-11.1
2017 Maine,-7.8,-3.5,-11.2
2017 Western Carolina,-10.6,-0.7,-11.4
2017 McNeese,-6.2,-5.5,-11.7
2017 Alabama St.,-7.7,-4.1,-11.9
2017 Delaware St.,-6.4,-5.7,-12.1
2017 Howard,-9.5,-3.3,-12.8
2017 Central Connecticut,-7.8,-5.5,-13.3
2017 Mississippi Valley St.,-6,-7.7,-13.6
2017 Bethune-Cookman,-6.8,-7,-13.8
2017 South Carolina St.,-4.9,-9.2,-14.1
2017 Chicago St.,-8.5,-5.8,-14.3
2017 St. Francis (BKN),-11.1,-3.4,-14.4
2017 Florida A&M,-8.7,-6.2,-14.9
2017 Longwood,-7.2,-7.8,-15
2017 Arkansas Pine Bluff,-12.6,-2.9,-15.5
2017 Coppin St.,-9.1,-7.8,-16.9
2017 Presbyterian,-9.9,-7.4,-17.3
2017 North Carolina A&T,-7.4,-10.2,-17.6
2017 Alabama A&M,-8.6,-10.6,-19.2
2018 Villanova,15.5,7.3,22.8
2018 Virginia,7,13.2,20.2
2018 Duke,12.4,7.5,19.8
2018 Purdue,12,7,19
2018 Cincinnati,6.3,12.2,18.5
2018 Michigan St.,10.1,7.7,17.8
2018 Kansas,11.2,5.2,16.5
2018 North Carolina,10.3,5.8,16.1
2018 West Virginia,9.4,6.4,15.8
2018 Gonzaga,9.4,5.9,15.4
2018 Texas Tech,5.8,9.3,15.1
2018 Michigan,6.5,8.5,15.1
2018 Xavier,10.5,4.2,14.7
2018 Tennessee,6,8.3,14.4
2018 Wichita St.,10.4,3.8,14.2
2018 Clemson,6,7.9,14
2018 Ohio St.,7.3,6.6,13.8
2018 Houston,6.8,6.6,13.4
2018 Kentucky,7,5.9,12.9
2018 Penn St.,5.5,7.2,12.6
2018 Butler,7,5.4,12.4
2018 TCU,9.6,2.7,12.3
2018 Auburn,7.1,5.1,12.2
2018 Creighton,8.1,4.1,12.2
2018 Florida,6.5,5.6,12.1
2018 Arizona,9.4,2.5,11.9
2018 Seton Hall,7.7,4,11.7
2018 Saint Mary's,10,1.6,11.6
2018 Florida St.,6.2,5.3,11.5
2018 Virginia Tech,8,3.2,11.2
2018 Nevada,9.4,1.7,11.2
2018 Texas A&M,4.1,6.7,10.8
2018 Davidson,8.9,1.7,10.7
2018 Louisville,4.9,5.7,10.6
2018 Miami FL,4.9,5.7,10.6
2018 Rhode Island,4.7,5.9,10.5
2018 Notre Dame,6.9,3.6,10.4
2018 Baylor,5,5.4,10.4
2018 Maryland,5.7,4.5,10.2
2018 Texas,3.2,6.8,10
2018 Arkansas,7.6,2.4,10
2018 Middle Tennessee,4.3,5.4,9.7
2018 Loyola Chicago,4.6,5,9.6
2018 Oklahoma,6.8,2.7,9.4
2018 Syracuse,1.2,8.3,9.4
2018 Arizona St.,7.3,2,9.2
2018 Kansas St.,3.5,5.7,9.2
2018 NC St.,7,2.2,9.2
2018 Missouri,4.4,4.8,9.1
2018 Marquette,9.2,-0.2,9
2018 USC,6.3,2.6,8.9
2018 Western Kentucky,5.8,3,8.8
2018 San Diego St.,3.6,5.1,8.8
2018 Alabama,2.7,6,8.6
2018 Louisiana,5.7,2.9,8.6
2018 UCLA,6.9,1.3,8.1
2018 Boise St.,3.1,5,8.1
2018 Mississippi St.,3,5,8
2018 Old Dominion,2,6,8
2018 St. Bonaventure,4.2,3.8,8
2018 Oklahoma St.,3.7,4.2,7.9
2018 Providence,2.5,5.1,7.7
2018 Murray St.,5.6,2,7.6
2018 Nebraska,3.2,4.4,7.6
2018 Wisconsin,3.4,4.1,7.5
2018 Vermont,5.8,1.5,7.4
2018 LSU,6.7,0.5,7.2
2018 Utah,4.1,3.1,7.2
2018 Furman,4,3,7
2018 New Mexico St.,1.7,5.3,6.9
2018 SMU,4,2.9,6.9
2018 Oregon,4.4,2.4,6.9
2018 South Dakota,3.1,3.7,6.8
2018 Northwestern,3.1,3.7,6.8
2018 Northern Kentucky,2.5,4.3,6.7
2018 Buffalo,5.3,1.4,6.7
2018 Georgia,0.7,5.9,6.7
2018 Indiana,2.9,3.7,6.6
2018 Belmont,5.6,0.9,6.5
2018 Boston College,4.9,1.5,6.4
2018 Bucknell,3.8,2.6,6.4
2018 BYU,2.3,4,6.3
2018 St. John's,0.6,5.6,6.3
2018 Fresno St.,3.9,2.3,6.2
2018 UNC Greensboro,0.1,6,6.1
2018 Temple,3,3,6
2018 South Dakota St.,6,-0.1,5.9
2018 East Tennessee St.,0.7,5.2,5.9
2018 Vanderbilt,6,-0.2,5.8
2018 Iowa,7.4,-1.6,5.8
2018 South Carolina,-0.4,6.1,5.7
2018 Utah Valley,3.5,1.9,5.4
2018 Wake Forest,4.3,1,5.3
2018 Northeastern,2.3,2.7,5
2018 Iowa St.,3.1,1.5,4.6
2018 Stanford,1.2,3.3,4.5
2018 Illinois,2.7,1.8,4.5
2018 UNLV,4.9,-0.5,4.5
2018 Georgia St.,2,2.4,4.4
2018 Penn,-0.1,4.3,4.2
2018 Georgetown,2.3,1.8,4.1
2018 UCF,-2.7,6.7,4
2018 Minnesota,2.4,1.5,3.9
2018 Mississippi,3.4,0.5,3.9
2018 UAB,2.4,1.4,3.8
2018 New Mexico,4.6,-0.9,3.7
2018 Montana,1.2,2.5,3.7
2018 DePaul,-0.4,4,3.7
2018 Washington,0.7,2.8,3.6
2018 Stephen F. Austin,0.1,3.4,3.5
2018 Tulsa,1.7,1.8,3.5
2018 Florida Gulf Coast,1.7,1.7,3.5
2018 Oregon St.,1.6,1.7,3.3
2018 Charleston,2.3,0.9,3.3
2018 Grand Canyon,-0.7,3.9,3.2
2018 Iona,4.4,-1.3,3.1
2018 Marshall,2.5,0.6,3.1
2018 Missouri St.,1.7,1.3,3
2018 Mercer,5.3,-2.4,2.9
2018 Toledo,5.2,-2.3,2.8
2018 UT Arlington,0.3,2.4,2.7
2018 Saint Joseph's,0.5,2.2,2.7
2018 Northern Colorado,1.2,1.5,2.7
2018 Georgia Tech,-1,3.7,2.7
2018 VCU,1.6,1,2.6
2018 Rutgers,-3.8,6.3,2.5
2018 Georgia Southern,1.6,0.8,2.5
2018 Jacksonville St.,-1.2,3.6,2.4
2018 Canisius,1.4,0.9,2.3
2018 Liberty,0.7,1.4,2.1
2018 Northern Iowa,-2.3,4.4,2.1
2018 Towson,0.8,1.2,2.1
2018 Albany,2,-0.1,1.9
2018 Bradley,-1.7,3.5,1.8
2018 Louisiana Tech,1.6,0.2,1.8
2018 Wright St.,-2.9,4.6,1.7
2018 Winthrop,1.4,0.2,1.7
2018 Rider,2.6,-1,1.6
2018 San Diego,-1.2,2.7,1.5
2018 La Salle,0.8,0.7,1.4
2018 Harvard,-2.4,3.9,1.4
2018 Wofford,3.8,-2.4,1.4
2018 Saint Louis,-2.2,3.5,1.3
2018 UC Santa Barbara,2.6,-1.4,1.2
2018 Portland St.,2,-0.7,1.2
2018 Colorado,-1.2,2.4,1.2
2018 Hofstra,4.5,-3.3,1.2
2018 Idaho,1.6,-0.4,1.2
2018 UC Irvine,-2.3,3.5,1.1
2018 Wyoming,-0.6,1.7,1.1
2018 Valparaiso,-1.7,2.7,1
2018 Weber St.,2,-1,1
2018 Utah St.,1.3,-0.3,1
2018 William & Mary,7.2,-6.2,1
2018 Oakland,2.1,-1.1,1
2018 UMBC,-0.2,0.9,0.7
2018 Southern Illinois,-0.2,0.8,0.6
2018 Eastern Washington,1.9,-1.4,0.6
2018 Illinois St.,-0.5,1,0.5
2018 Memphis,1.2,-0.7,0.5
2018 UC Davis,-1.4,1.9,0.5
2018 Purdue Fort Wayne,1.8,-1.5,0.2
2018 Dayton,2.2,-2.1,0.2
2018 Evansville,-3.8,3.9,0.1
2018 Yale,0.7,-0.6,0.1
2018 Troy,1.6,-1.5,0.1
2018 Radford,-1,1.1,0.1
2018 North Texas,0,0,0.1
2018 North Dakota St.,0.7,-0.6,0.1
2018 Tulane,0.7,-0.7,0
2018 Eastern Michigan,-2.3,2.2,0
2018 Monmouth,-0.5,0.3,-0.2
2018 Connecticut,-0.5,0.3,-0.2
2018 San Francisco,-2.5,2.2,-0.2
2018 UNC Asheville,0.8,-1.1,-0.2
2018 Lipscomb,-0.8,0.5,-0.2
2018 Princeton,0.6,-0.9,-0.3
2018 Central Michigan,3,-3.3,-0.3
2018 Ball St.,-0.8,0.5,-0.3
2018 Drake,0.3,-0.7,-0.4
2018 Richmond,1.7,-2.1,-0.4
2018 UIC,-3,2.5,-0.5
2018 Indiana St.,-1.6,1.1,-0.5
2018 Wagner,-2.5,1.9,-0.6
2018 Nicholls,-1.1,0.5,-0.7
2018 Cal St. Fullerton,-1.8,1.1,-0.7
2018 Colgate,1,-1.8,-0.9
2018 Duquesne,-0.2,-1,-1.1
2018 Pacific,0.5,-1.8,-1.2
2018 Appalachian St.,-0.9,-0.4,-1.2
2018 UTSA,-0.7,-0.7,-1.3
2018 Lamar,-1.6,0.2,-1.4
2018 Miami (OH),-3,1.4,-1.5
2018 Campbell,1.1,-2.7,-1.6
2018 Massachusetts,0.9,-2.6,-1.7
2018 Western Michigan,0.7,-2.4,-1.7
2018 Austin Peay,-1,-0.8,-1.8
2018 Columbia,1.4,-3.3,-1.9
2018 George Washington,-1.1,-0.8,-1.9
2018 Ohio,-3,1.1,-2
2018 High Point,-2.8,0.8,-2.1
2018 Navy,-3.1,1.1,-2.1
2018 St. Francis (PA),1.2,-3.3,-2.1
2018 Coastal Carolina,-2,-0.2,-2.1
2018 South Alabama,-5.3,3.1,-2.2
2018 Kent St.,-1.6,-0.7,-2.4
2018 Stony Brook,-4.6,2.2,-2.4
2018 Seattle U,-0.1,-2.4,-2.4
2018 Saint Peter's,-5.3,2.8,-2.5
2018 Tennessee Tech,-3.8,1.2,-2.6
2018 Fairfield,-1.5,-1.1,-2.6
2018 Niagara,2.4,-5,-2.6
2018 UL Monroe,-2.1,-0.6,-2.7
2018 Texas St.,-3.4,0.7,-2.7
2018 Manhattan,-3.4,0.6,-2.7
2018 Charleston Southern,-2.3,-0.6,-2.8
2018 Central Arkansas,0.4,-3.3,-2.9
2018 SE Louisiana,-2.2,-0.8,-3
2018 George Mason,-2,-1,-3
2018 Sam Houston St.,-3,0,-3
2018 Washington St.,0.6,-3.7,-3
2018 Lehigh,0.2,-3.3,-3.1
2018 Tennessee St.,-5.5,2.2,-3.3
2018 Hartford,-1.8,-1.6,-3.4
2018 Army,-2.5,-0.9,-3.4
2018 James Madison,-2.4,-1.1,-3.5
2018 Milwaukee,-3,-0.5,-3.5
2018 Hawaii,-3.7,0.2,-3.5
2018 Texas Southern,0.7,-4.3,-3.6
2018 Boston University,-2.3,-1.3,-3.6
2018 New Hampshire,-3.1,-0.5,-3.6
2018 Elon,-0.5,-3.1,-3.7
2018 Denver,-1.6,-2.2,-3.7
2018 Long Beach St.,-0.5,-3.3,-3.7
2018 Florida Atlantic,-5,1,-4
2018 NJIT,-2.9,-1.3,-4.1
2018 Gardner Webb,-3.3,-0.9,-4.2
2018 Southern Miss,-0.6,-3.6,-4.2
2018 Robert Morris,-6.4,2.2,-4.2
2018 Eastern Illinois,-3.5,-0.8,-4.3
2018 LIU,-1.3,-3.2,-4.4
2018 Bowling Green,-1.9,-2.7,-4.5
2018 UNC Wilmington,0.3,-4.8,-4.5
2018 Green Bay,-3.7,-0.8,-4.6
2018 Loyola Marymount,0.6,-5.2,-4.6
2018 Mount St. Mary's,-0.5,-4.2,-4.6
2018 Pittsburgh,-4.4,-0.4,-4.8
2018 UTEP,-4.1,-0.8,-4.9
2018 Cal St. Bakersfield,-5.4,0.5,-5
2018 Drexel,-1.6,-3.3,-5
2018 Fairleigh Dickinson,-1.5,-3.5,-5
2018 Abilene Christian,-4.4,-0.7,-5.1
2018 Hampton,-3.4,-1.8,-5.2
2018 Akron,-2.3,-2.9,-5.2
2018 Brown,-2.5,-2.7,-5.2
2018 Colorado St.,-1.9,-3.3,-5.3
2018 Northern Illinois,-2,-3.3,-5.3
2018 Delaware,-1.7,-3.8,-5.5
2018 Florida International,-5.1,-0.6,-5.6
2018 New Orleans,-4.4,-1.4,-5.7
2018 Cornell,-0.9,-4.8,-5.8
2018 Holy Cross,-4,-1.7,-5.8
2018 Prairie View A&M,-2.5,-3.2,-5.8
2018 Idaho St.,-2.6,-3.4,-6
2018 Binghamton,-3.9,-2,-6
2018 Arkansas St.,-0.4,-5.6,-6
2018 Omaha,-0.6,-5.4,-6
2018 California,-5.6,-0.5,-6.1
2018 Western Illinois,-4.9,-1.2,-6.1
2018 Dartmouth,-3.2,-2.9,-6.1
2018 North Dakota,-2.2,-3.9,-6.2
2018 North Carolina Central,-4.3,-1.9,-6.2
2018 Lafayette,-2.2,-4.1,-6.2
2018 UT Rio Grande Valley,-4.1,-2.1,-6.2
2018 Southeast Missouri St.,1.5,-7.7,-6.3
2018 Montana St.,-1.9,-4.4,-6.4
2018 Samford,1.7,-8.1,-6.4
2018 Air Force,-2.7,-3.7,-6.4
2018 UMass Lowell,-0.8,-5.8,-6.5
2018 Portland,-3.6,-2.9,-6.5
2018 IUPUI,-4.5,-2,-6.6
2018 Oral Roberts,-0.9,-5.7,-6.6
2018 UC Riverside,-7.8,0.9,-6.9
2018 Quinnipiac,-2.2,-4.7,-6.9
2018 Chattanooga,-3.7,-3.2,-6.9
2018 Pepperdine,-0.4,-6.5,-6.9
2018 Morehead St.,-4.2,-2.8,-7
2018 Fordham,-6.6,-0.5,-7
2018 South Florida,-4.6,-2.5,-7.1
2018 Eastern Kentucky,-2,-5.2,-7.2
2018 Santa Clara,-2.9,-4.4,-7.3
